Time,HR (bpm),windows
0:21:06,161,window423
0:21:07,160,window423
0:21:08,159,window423
0:21:09,159,window424
0:21:10,156,window424
0:21:11,156,window424
0:21:12,155,window425
0:21:13,154,window425
0:21:14,154,window425
0:21:15,153,window426
0:21:16,152,window426
0:21:17,151,window426
0:21:18,150,window427
0:21:19,149,window427
0:21:20,148,window427
0:21:21,148,window428
0:21:22,147,window428
0:21:23,147,window428
0:21:24,146,window429
0:21:25,146,window429
0:21:26,146,window429
0:21:27,145,window430
0:21:28,145,window430
0:21:29,145,window430
0:21:30,144,window431
0:21:31,143,window431
0:21:32,143,window431
0:21:33,142,window432
0:21:34,142,window432
0:21:35,141,window432
0:21:36,141,window433
0:21:37,140,window433
0:21:38,140,window433
0:21:39,140,window434
0:21:40,140,window434
0:21:41,139,window434
0:21:42,139,window435
0:21:43,138,window435
0:21:44,139,window435
0:21:45,139,window436
0:21:46,139,window436
0:21:47,140,window436
0:21:48,140,window437
0:21:49,140,window437
0:21:50,139,window437
0:21:51,138,window438
0:21:52,138,window438
0:21:53,137,window438
0:21:54,137,window439
0:21:55,137,window439
0:21:56,137,window439
0:21:57,137,window440
0:21:58,137,window440
0:21:59,136,window440
0:22:00,136,window441
0:22:01,136,window441
0:22:02,136,window441
0:22:03,136,window442
0:22:04,136,window442
0:22:05,136,window442
0:22:06,136,window443
0:22:07,135,window443
0:22:08,135,window443
0:22:09,134,window444
0:22:10,134,window444
0:22:11,134,window444
0:22:12,134,window445
0:22:13,134,window445
0:22:14,135,window445
0:22:15,135,window446
0:22:16,135,window446
0:22:17,136,window446
0:22:18,135,window447
0:22:19,134,window447
0:22:20,135,window447
0:22:21,135,window448
0:22:22,133,window448
0:22:23,133,window448
0:22:24,132,window449
0:22:25,132,window449
0:22:26,131,window449
0:22:27,130,window450
0:22:28,130,window450
0:22:29,130,window450
0:22:30,130,window451
0:22:31,130,window451
0:22:32,131,window451
0:22:33,131,window452
0:22:34,131,window452
0:22:35,131,window452
0:22:36,130,window453
0:22:37,130,window453
0:22:38,129,window453
0:22:39,129,window454
0:22:40,129,window454
0:22:41,129,window454
0:22:42,129,window455
0:22:43,129,window455
0:22:44,129,window455
0:22:45,129,window456
0:22:46,128,window456
0:22:47,128,window456
0:22:48,128,window457
0:22:49,128,window457
0:22:50,128,window457
0:22:51,129,window458
0:22:52,129,window458
0:22:53,129,window458
0:22:54,130,window459
0:22:55,128,window459
0:22:56,127,window459
0:22:57,128,window460
0:22:58,128,window460
0:22:59,127,window460
0:23:00,127,window461
0:23:01,127,window461
0:23:02,127,window461
0:23:03,127,window462
0:23:04,128,window462
0:23:05,128,window462
0:23:06,129,window463
0:23:07,130,window463
0:23:08,130,window463
0:23:09,131,window464
0:23:10,131,window464
0:23:11,131,window464
0:23:12,131,window465
0:23:13,130,window465
0:23:14,131,window465
0:23:15,129,window466
0:23:16,128,window466
0:23:17,127,window466
0:23:18,126,window467
0:23:19,125,window467
0:23:20,125,window467
0:23:21,125,window468
0:23:22,125,window468
0:23:23,125,window468
0:23:24,124,window469
0:23:25,124,window469
0:23:26,123,window469
0:23:27,123,window470
0:23:28,123,window470
0:23:29,123,window470
0:23:30,123,window471
0:23:31,124,window471
0:23:32,124,window471
0:23:33,124,window472
0:23:34,125,window472
0:23:35,126,window472
0:23:36,127,window473
0:23:37,128,window473
0:23:38,128,window473
0:23:39,128,window474
0:23:40,128,window474
0:23:41,128,window474
0:23:42,128,window475
0:23:43,128,window475
0:23:44,126,window475
0:23:45,126,window476
0:23:46,127,window476
0:23:47,126,window476
0:23:48,126,window477
0:23:49,126,window477
0:23:50,127,window477
0:23:51,126,window478
0:23:52,126,window478
0:23:53,125,window478
0:23:54,123,window479
0:23:55,123,window479
0:23:56,123,window479
0:23:57,122,window480
0:23:58,122,window480
0:23:59,122,window480
0:24:00,122,window481
0:24:01,121,window481
0:24:02,121,window481
0:24:03,120,window482
0:24:04,120,window482
0:24:05,119,window482
0:24:06,119,window483
0:24:07,119,window483
0:24:08,119,window483
0:24:09,119,window484
0:24:10,119,window484
0:24:11,120,window484
0:24:12,119,window485
0:24:13,119,window485
0:24:14,119,window485
0:24:15,119,window486
0:24:16,119,window486
0:24:17,119,window486
0:24:18,119,window487
0:24:19,119,window487
0:24:20,119,window487
0:24:21,119,window488
0:24:22,120,window488
0:24:23,120,window488
0:24:24,120,window489
0:24:25,120,window489
0:24:26,120,window489
0:24:27,120,window490
0:24:28,120,window490
0:24:29,120,window490
0:24:30,120,window491
0:24:31,121,window491
0:24:32,121,window491
0:24:33,122,window492
0:24:34,122,window492
0:24:35,121,window492
0:24:36,122,window493
0:24:37,121,window493
0:24:38,121,window493
0:24:39,121,window494
0:24:40,121,window494
0:24:41,121,window494
0:24:42,120,window495
0:24:43,121,window495
0:24:44,121,window495
0:24:45,121,window496
0:24:46,120,window496
0:24:47,119,window496
0:24:48,119,window497
0:24:49,119,window497
0:24:50,119,window497
0:24:51,119,window498
0:24:52,119,window498
0:24:53,119,window498
0:24:54,118,window499
0:24:55,119,window499
0:24:56,119,window499
0:24:57,120,window500
0:24:58,121,window500
0:24:59,121,window500
